Feature,Pearson_Corr,Abs_Pearson_Corr
官股券商_賣張,0.0760887935757637,0.0760887935757637
買超第15名分點張增減,0.07566653192043304,0.07566653192043304
買超第10名分點金額增減(千),0.07546856999397278,0.07546856999397278
買超第12名分點張增減,0.07510501146316528,0.07510501146316528
買超第13名分點張增減,0.07489684969186783,0.07489684969186783
賣超第13名分點金額增減(千),-0.07452771067619324,0.07452771067619324
買超第11名分點前1天金額增減(千),0.07400552928447723,0.07400552928447723
買超第14名分點張增減,0.0738605335354805,0.0738605335354805
賣超第12名分點金額增減(千),-0.07347530871629715,0.07347530871629715
官股券商_買張,0.07333795726299286,0.07333795726299286
買超第11名分點張增減,0.07293003797531128,0.07293003797531128
買超第10名分點前1天金額增減(千),0.07269309461116791,0.07269309461116791
賣超第11名分點金額增減(千),-0.07130187749862671,0.07130187749862671
買超第10名分點張增減,0.0711926594376564,0.0711926594376564
買超第10名分點買張,0.06991884857416153,0.06991884857416153
買超第12名分點買張,0.06988109648227692,0.06988109648227692
買超第15名分點買金額(千),0.06971151381731033,0.06971151381731033
買超第9名分點張增減,0.06961485743522644,0.06961485743522644
賣超第10名分點金額增減(千),-0.06922010332345963,0.06922010332345963
賣超第15名分點張增減,-0.06918460130691528,0.06918460130691528
買超第9名分點金額增減(千),0.06905607879161835,0.06905607879161835
買超第9名分點前1天金額增減(千),0.06895481795072556,0.06895481795072556
買超第15名分點前2天張增減,0.06878102570772171,0.06878102570772171
買超第15名分點買張,0.06860718876123428,0.06860718876123428
賣超第14名分點張增減,-0.06819313764572144,0.06819313764572144
買超第12名分點買金額(千),0.06801534444093704,0.06801534444093704
買超第14名分點前1天張增減,0.0678965300321579,0.0678965300321579
買超第14名分點前2天張增減,0.06769981980323792,0.06769981980323792
買超第15名分點前2天金額增減(千),0.06764950603246689,0.06764950603246689
買超第8名分點前1天金額增減(千),0.06762481480836868,0.06762481480836868
買超第13名分點前2天張增減,0.06745028495788574,0.06745028495788574
賣超第9名分點金額增減(千),-0.0673775002360344,0.0673775002360344
買超第15名分點前1天張增減,0.06717789173126221,0.06717789173126221
買超第8名分點金額增減(千),0.06700699031352997,0.06700699031352997
賣超第15名分點前1天金額增減(千),-0.06688641756772995,0.06688641756772995
買超第14名分點前2天金額增減(千),0.06670762598514557,0.06670762598514557
買超第13名分點前1天張增減,0.06661013513803482,0.06661013513803482
買超第7名分點前1天金額增減(千),0.06651639193296432,0.06651639193296432
賣超第13名分點張增減,-0.06629376858472824,0.06629376858472824
買超第13名分點前1天買金額(千),0.06615053117275238,0.06615053117275238
買超第8名分點張增減,0.06609583646059036,0.06609583646059036
買超第10名分點前2天金額增減(千),0.06609287858009338,0.06609287858009338
買超第13名分點買張,0.0658445879817009,0.0658445879817009
買超第12名分點前1天張增減,0.06577321887016296,0.06577321887016296
賣超第15名分點前1天張增減,-0.06576886028051376,0.06576886028051376
買超第13名分點買金額(千),0.06547291576862335,0.06547291576862335
買超第13名分點前2天金額增減(千),0.06537377834320068,0.06537377834320068
買超第12名分點前2天張增減,0.06536824256181717,0.06536824256181717
買超第11名分點前2天金額增減(千),0.06530037522315979,0.06530037522315979
買超第11名分點前2天張增減,0.06524886935949326,0.06524886935949326
賣超第14名分點前1天張增減,-0.06509793549776077,0.06509793549776077
賣超第12名分點張增減,-0.06486765295267105,0.06486765295267105
賣超第8名分點金額增減(千),-0.06485757231712341,0.06485757231712341
賣超第11名分點張增減,-0.06475119292736053,0.06475119292736053
買超第7名分點張增減,0.06462019681930542,0.06462019681930542
買超第10名分點前2天張增減,0.06452373415231705,0.06452373415231705
買超第12名分點前2天金額增減(千),0.06449813395738602,0.06449813395738602
買超第12名分點前1天買金額(千),0.06448522210121155,0.06448522210121155
買超第6名分點前1天金額增減(千),0.06442403793334961,0.06442403793334961
個股1天報酬率,0.06430501490831375,0.06430501490831375
買超第11名分點前2天買張,0.0638885349035263,0.0638885349035263
買超第11名分點前1天張增減,0.06351921707391739,0.06351921707391739
賣超第13名分點前1天張增減,-0.0634840875864029,0.0634840875864029
買超第9名分點前2天金額增減(千),0.06333763897418976,0.06333763897418976
買超第10名分點前1天張增減,0.06331092864274979,0.06331092864274979
買超第15名分點前1天買金額(千),0.06321803480386734,0.06321803480386734
賣超第14名分點前1天金額增減(千),-0.06312432885169983,0.06312432885169983
主力券商_前1天分點吃貨比(%),-0.06296791136264801,0.06296791136264801
賣超第10名分點張增減,-0.06280747056007385,0.06280747056007385
主力券商_分點吃貨比(%),-0.06264832615852356,0.06264832615852356
買超第14名分點前2天買張,0.06263598799705505,0.06263598799705505
賣超第12名分點前1天張增減,-0.0624750480055809,0.0624750480055809
買超第7名分點金額增減(千),0.062321972101926804,0.062321972101926804
買超第6名分點張增減,0.06225575879216194,0.06225575879216194
買超第8名分點前1天張增減,0.062183529138565063,0.062183529138565063
買超第9名分點前2天張增減,0.06211385503411293,0.06211385503411293
買超第9名分點買張,0.06209874153137207,0.06209874153137207
買超第8名分點前2天張增減,0.062060218304395676,0.062060218304395676
買超第14名分點買金額(千),0.06164031848311424,0.06164031848311424
買超第9名分點前1天張增減,0.06163895130157471,0.06163895130157471
賣超第11名分點前1天張增減,-0.061613816767930984,0.061613816767930984
賣超第9名分點張增減,-0.06147381290793419,0.06147381290793419
賣超第10名分點前1天張增減,-0.06114444509148598,0.06114444509148598
買超第8名分點前2天金額增減(千),0.06093733012676239,0.06093733012676239
買超第6名分點金額增減(千),0.060897037386894226,0.060897037386894226
買超第11名分點買張,0.06079893559217453,0.06079893559217453
賣超第9名分點前1天張增減,-0.060745999217033386,0.060745999217033386
買超第14名分點買張,0.0607169084250927,0.0607169084250927
買超第7名分點前1天張增減,0.06062672659754753,0.06062672659754753
賣超第11名分點前1天金額增減(千),-0.060209039598703384,0.060209039598703384
賣超第7名分點金額增減(千),-0.06017053872346878,0.06017053872346878
買超第9名分點前1天買張,0.060144029557704926,0.060144029557704926
買超第13名分點前3天張增減,0.05993926525115967,0.05993926525115967
買超第12名分點前3天張增減,0.05982295796275139,0.05982295796275139
買超第15名分點前3天張增減,0.05982295423746109,0.05982295423746109
主力券商_前2天分點吃貨比(%),-0.05980822443962097,0.05980822443962097
賣超第13名分點前1天金額增減(千),-0.059803999960422516,0.059803999960422516
賣超第14名分點前1天賣金額(千),0.059709060937166214,0.059709060937166214
買超第14名分點前3天張增減,0.059707462787628174,0.059707462787628174
賣超第12名分點前1天金額增減(千),-0.05965488776564598,0.05965488776564598
買超第11名分點前3天張增減,0.059491198509931564,0.059491198509931564
買超第12名分點前2天買張,0.059478696435689926,0.059478696435689926
賣超第8名分點張增減,-0.05912720039486885,0.05912720039486885
買超第9名分點前1天買金額(千),0.059073157608509064,0.059073157608509064
買超第7名分點前2天張增減,0.05892907828092575,0.05892907828092575
買超第10名分點前3天張增減,0.05880199372768402,0.05880199372768402
買超第6名分點買張,0.05860872194170952,0.05860872194170952
買超第7名分點前1天買張,0.05859392136335373,0.05859392136335373
賣超第14名分點賣張,0.058399371802806854,0.058399371802806854
賣超第10名分點前1天金額增減(千),-0.058250296860933304,0.058250296860933304
買超第14名分點前1天買金額(千),0.058175548911094666,0.058175548911094666
買超第15名分點前3天金額增減(千),0.05807401239871979,0.05807401239871979
買超第14名分點前3天金額增減(千),0.05796836316585541,0.05796836316585541
買超第12名分點前2天買金額(千),0.05796528607606888,0.05796528607606888
買超第5名分點張增減,0.057840991765260696,0.057840991765260696
賣超第15名分點前2天張增減,-0.05776207521557808,0.05776207521557808
買超第5名分點前1天金額增減(千),0.05747328698635101,0.05747328698635101
買超第13名分點前3天金額增減(千),0.057467348873615265,0.057467348873615265
買超第6名分點前2天張增減,0.05745665729045868,0.05745665729045868
賣超第11名分點賣張,0.0574500635266304,0.0574500635266304
買超第11名分點買金額(千),0.05720670893788338,0.05720670893788338
買超第9名分點前3天張增減,0.05709933489561081,0.05709933489561081
買超第12名分點前3天金額增減(千),0.05708472803235054,0.05708472803235054
賣超第6名分點金額增減(千),-0.057016246020793915,0.057016246020793915
賣超第9名分點前1天金額增減(千),-0.056774549186229706,0.056774549186229706
賣超第14名分點前2天張增減,-0.05676281452178955,0.05676281452178955
買超第5名分點金額增減(千),0.05666179955005646,0.05666179955005646
買超第4名分點前1天金額增減(千),0.056559763848781586,0.056559763848781586
賣超第8名分點前1天張增減,-0.05652356520295143,0.05652356520295143
賣超第15名分點賣金額(千),0.0564793236553669,0.0564793236553669
賣超第13名分點前1天賣金額(千),0.05633757635951042,0.05633757635951042
買超第4名分點前1天張增減,0.05630115419626236,0.05630115419626236
賣超第13名分點前2天張增減,-0.056282833218574524,0.056282833218574524
買超第5名分點前1天張增減,0.05622846633195877,0.05622846633195877
賣超第7名分點張增減,-0.056172631680965424,0.056172631680965424
賣超第12名分點賣金額(千),0.0561363510787487,0.0561363510787487
賣超第14名分點賣金額(千),0.05612342804670334,0.05612342804670334
主力券商_前4天分點吃貨比(%),-0.056031979620456696,0.056031979620456696
賣超第12名分點前2天張增減,-0.0557466596364975,0.0557466596364975
賣超第9名分點賣張,0.0557178258895874,0.0557178258895874
買超第11名分點前3天金額增減(千),0.05571397766470909,0.05571397766470909
買超第6名分點前1天張增減,0.055679406970739365,0.055679406970739365
賣超第8名分點前1天金額增減(千),-0.055643144994974136,0.055643144994974136
賣超第9名分點前1天賣張,0.055583856999874115,0.055583856999874115
買超第8名分點前3天張增減,0.05540366843342781,0.05540366843342781
主力券商_前14天分點買賣力,0.05537599325180054,0.05537599325180054
賣超第15名分點前2天金額增減(千),-0.05520589277148247,0.05520589277148247
買超第14名分點前1天買張,0.05520180985331535,0.05520180985331535
主力券商_前5天分點吃貨比(%),-0.05504366382956505,0.05504366382956505
賣超第12名分點前1天賣張,0.054982803761959076,0.054982803761959076
買超第9名分點前3天金額增減(千),0.054928675293922424,0.054928675293922424
買超第7名分點前2天買張,0.05489983782172203,0.05489983782172203
買超第8名分點買張,0.05488733947277069,0.05488733947277069
買超第15名分點前2天買張,0.05487501621246338,0.05487501621246338
買超第10名分點前3天金額增減(千),0.05480732023715973,0.05480732023715973
買超第6名分點買金額(千),0.05475079268217087,0.05475079268217087
賣超第8名分點賣張,0.054658979177474976,0.054658979177474976
個股券商分點籌碼分析_交易買進佔有率(%),0.05463616922497749,0.05463616922497749
賣超第7名分點前1天張增減,-0.054519325494766235,0.054519325494766235
買超第3名分點前1天買張,0.054419904947280884,0.054419904947280884
賣超第6名分點張增減,-0.05426813289523125,0.05426813289523125
買超第6名分點前2天買張,0.05419076606631279,0.05419076606631279
買超第7名分點前3天張增減,0.053996890783309937,0.053996890783309937
賣超第14名分點前2天金額增減(千),-0.0539824441075325,0.0539824441075325
主力券商_前20天分點買賣力,0.053917378187179565,0.053917378187179565
買超第8名分點前1天買張,0.05387810617685318,0.05387810617685318
個股券商分點區域分析_近1日買超5分點區域密度,0.05383487418293953,0.05383487418293953
主力券商_前6天分點吃貨比(%),-0.05382880941033363,0.05382880941033363
買超第1名分點買張,0.053782813251018524,0.053782813251018524
賣超第11名分點前2天張增減,-0.05370239540934563,0.05370239540934563
賣超第5名分點金額增減(千),-0.053660161793231964,0.053660161793231964
賣超第14名分點前1天賣張,0.0534839890897274,0.0534839890897274
主力券商_前3天分點吃貨比(%),-0.053322579711675644,0.053322579711675644
買超第10名分點買金額(千),0.05331038683652878,0.05331038683652878
買超第10名分點前2天買張,0.053279079496860504,0.053279079496860504
賣超第7名分點前1天金額增減(千),-0.05318549647927284,0.05318549647927284
買超第4名分點張增減,0.05316968262195587,0.05316968262195587
買超第1名分點買金額(千),0.053023431450128555,0.053023431450128555
買超第3名分點前1天張增減,0.05289295315742493,0.05289295315742493
買超第11名分點前3天買張,0.052810270339250565,0.052810270339250565
賣超第10名分點前1天賣張,0.05270924046635628,0.05270924046635628
賣超第6名分點前1天張增減,-0.05265965312719345,0.05265965312719345
賣超第13名分點前2天金額增減(千),-0.05265288054943085,0.05265288054943085
買超第15名分點買均值(千),0.052590783685445786,0.052590783685445786
主力券商_前7天分點吃貨比(%),-0.05254414305090904,0.05254414305090904
日外資_外資及陸資(不含外資自營商)買張,0.0525297187268734,0.0525297187268734
買超第9名分點買金額(千),0.05251747742295265,0.05251747742295265
主力券商_前8天分點吃貨比(%),-0.05238982290029526,0.05238982290029526
賣超第6名分點前1天金額增減(千),-0.05228721350431442,0.05228721350431442
買超第4名分點金額增減(千),0.052265558391809464,0.052265558391809464
買超第12名分點買均值(千),0.052195336669683456,0.052195336669683456
買超第5名分點前2天張增減,0.05214399844408035,0.05214399844408035
主力券商_分點進出,0.05213947221636772,0.05213947221636772
買超第7名分點買張,0.052094217389822006,0.052094217389822006
賣超第15名分點賣張,0.0520065613090992,0.0520065613090992
買超第13名分點前2天買張,0.051859937608242035,0.051859937608242035
買超第1名分點張增減,0.05185869336128235,0.05185869336128235
賣超第5名分點張增減,-0.0518268421292305,0.0518268421292305
買超第1名分點金額增減(千),0.051819413900375366,0.051819413900375366
買超第6名分點前3天張增減,0.05171879753470421,0.05171879753470421
賣超第10名分點前2天張增減,-0.051680248230695724,0.051680248230695724
賣超第12名分點前2天金額增減(千),-0.05163651704788208,0.05163651704788208
買超第4名分點前1天買張,0.051576029509305954,0.051576029509305954
個股券商分點區域分析_近5日買超5分點區域密度,0.05153915286064148,0.05153915286064148
買超第8名分點前3天金額增減(千),0.051529981195926666,0.051529981195926666
賣超第15名分點前3天張增減,-0.05152608081698418,0.05152608081698418
買超第7名分點前3天金額增減(千),0.0514347068965435,0.0514347068965435
買超第6名分點前1天買張,0.051434509456157684,0.051434509456157684
買超第8名分點前2天買張,0.05136003717780113,0.05136003717780113
日自營_自營商買金額(千),0.05129912868142128,0.05129912868142128
賣超第15名分點前1天賣張,0.051284465938806534,0.051284465938806534
主力券商_前11天分點吃貨比(%),-0.050961997359991074,0.050961997359991074
賣超第8名分點前1天賣金額(千),0.05093691498041153,0.05093691498041153
買超第5名分點前3天張增減,0.0509074330329895,0.0509074330329895
賣超第4名分點金額增減(千),-0.05085928738117218,0.05085928738117218
賣超第15名分點前3天金額增減(千),-0.05085119232535362,0.05085119232535362
買超第4名分點前2天張增減,0.05078744888305664,0.05078744888305664
主力券商_前12天分點吃貨比(%),-0.050740111619234085,0.050740111619234085
賣超第14名分點前3天張增減,-0.05063911899924278,0.05063911899924278
買超第2名分點買張,0.05061521753668785,0.05061521753668785
買超第9名分點前3天買張,0.05055520683526993,0.05055520683526993
賣超第11名分點賣金額(千),0.05041723698377609,0.05041723698377609
賣超第13名分點賣張,0.05018988996744156,0.05018988996744156
日投信_投信持股比率(%),0.050189822912216187,0.050189822912216187
買超第5名分點買張,0.05015448108315468,0.05015448108315468
賣超第15名分點賣均值(千),0.050120964646339417,0.050120964646339417
買超第5名分點前1天買張,0.05011023208498955,0.05011023208498955
買超第2名分點前3天張增減,0.05010998249053955,0.05010998249053955
買超第2名分點前1天買張,0.05007908493280411,0.05007908493280411
買超第7名分點前2天金額增減(千),0.049986813217401505,0.049986813217401505
賣超第14名分點前3天金額增減(千),-0.04998517036437988,0.04998517036437988
賣超第10名分點前1天賣金額(千),0.049899134784936905,0.049899134784936905
主力券商_前14天分點吃貨比(%),-0.04988826438784599,0.04988826438784599
賣超第5名分點前1天金額增減(千),-0.04984484612941742,0.04984484612941742
主力券商_前1天分點進出,0.04981183633208275,0.04981183633208275
買超第4名分點前3天張增減,0.04974206164479256,0.04974206164479256
賣超第13名分點前3天張增減,-0.04973182827234268,0.04973182827234268
主力券商_前10天分點吃貨比(%),-0.049660831689834595,0.049660831689834595
賣超第6名分點賣張,0.04965146258473396,0.04965146258473396
賣超第6名分點賣金額(千),0.04963567480444908,0.04963567480444908
賣超第11名分點前1天賣金額(千),0.04949087277054787,0.04949087277054787
賣超第4名分點賣張,0.049478523433208466,0.049478523433208466
買超第3名分點張增減,0.04946519806981087,0.04946519806981087
賣超第11名分點前2天金額增減(千),-0.04946187138557434,0.04946187138557434
買超第4名分點前3天金額增減(千),0.049425140023231506,0.049425140023231506
賣超第5名分點賣張,0.049423787742853165,0.049423787742853165
賣超第4名分點張增減,-0.04939587414264679,0.04939587414264679
買超第2名分點前1天張增減,0.04936617612838745,0.04936617612838745
賣超第11名分點前1天賣張,0.04931503161787987,0.04931503161787987
日外資_外資買張,0.04930591955780983,0.04930591955780983
主力券商_前17天分點買賣力,0.049276888370513916,0.049276888370513916
賣超第9名分點前2天張增減,-0.04917803779244423,0.04917803779244423
買超第8名分點買金額(千),0.04915853589773178,0.04915853589773178
賣超第12名分點賣張,0.04915381222963333,0.04915381222963333
個股券商分點區域分析_近1日成交5分點區域密度,0.049146465957164764,0.049146465957164764
主力券商_前13天分點吃貨比(%),-0.049082133919000626,0.049082133919000626
買超第3名分點前3天張增減,0.04906409978866577,0.04906409978866577
買超第2名分點張增減,0.049001917243003845,0.049001917243003845
買超第5名分點前1天買金額(千),0.048975102603435516,0.048975102603435516
買超第2名分點前3天金額增減(千),0.04897329583764076,0.04897329583764076
賣超第13名分點前1天賣張,0.048958443105220795,0.048958443105220795
買超第15名分點前3天買均值(千),0.04893798381090164,0.04893798381090164
賣超第14名分點前1天賣均值(千),0.04892668128013611,0.04892668128013611
買超第3名分點前3天金額增減(千),0.048920419067144394,0.048920419067144394
買超第2名分點買金額(千),0.04880307614803314,0.04880307614803314
買超第5名分點前3天金額增減(千),0.048779405653476715,0.048779405653476715
賣超第12名分點前3天張增減,-0.04869135469198227,0.04869135469198227
買超第3名分點前1天金額增減(千),0.04866544529795647,0.04866544529795647
買超第4名分點買張,0.04865553230047226,0.04865553230047226
賣超第9名分點前1天賣金額(千),0.04860600829124451,0.04860600829124451
賣超第9名分點賣金額(千),0.048595089465379715,0.048595089465379715
買超第14名分點買均值(千),0.048587631434202194,0.048587631434202194
買超第15名分點前1天買均值(千),0.04857268184423447,0.04857268184423447
主力券商_前20天分點吃貨比(%),-0.04857219010591507,0.04857219010591507
賣超第5名分點賣金額(千),0.048549287021160126,0.048549287021160126
日自營_自營商買張(自行買賣),0.04843299090862274,0.04843299090862274
賣超第13名分點前2天賣張,0.04841542989015579,0.04841542989015579
買超第3名分點前2天買張,0.048347070813179016,0.048347070813179016
日外資_外資買金額(千),0.04833878204226494,0.04833878204226494
賣超第13名分點前3天金額增減(千),-0.048336513340473175,0.048336513340473175
賣超第12名分點前3天金額增減(千),-0.048149511218070984,0.048149511218070984
買超第14名分點前1天買均值(千),0.04814315587282181,0.04814315587282181
賣超第2名分點賣張,0.048139143735170364,0.048139143735170364
主力券商_前18天分點吃貨比(%),-0.04808294400572777,0.04808294400572777
買超第3名分點金額增減(千),0.04808251932263374,0.04808251932263374
買超第10名分點前3天買張,0.047904469072818756,0.047904469072818756
賣超第7名分點賣金額(千),0.0478866845369339,0.0478866845369339
買超第2名分點金額增減(千),0.04780617728829384,0.04780617728829384
主力券商_前16天分點吃貨比(%),-0.04771852865815163,0.04771852865815163
個股券商分點區域分析_近1日買超5分點間接近比例,0.047627899795770645,0.047627899795770645
主力券商_前16天分點買賣力,0.04762157425284386,0.04762157425284386
買超第10名分點賣張,0.04756989702582359,0.04756989702582359
賣超第4名分點前1天金額增減(千),-0.04754915088415146,0.04754915088415146
賣超第8名分點賣金額(千),0.04750750958919525,0.04750750958919525
買超第15名分點前4天張增減,0.04750014841556549,0.04750014841556549
賣超第11名分點前3天張增減,-0.04741614684462547,0.04741614684462547
個股券商分點籌碼分析_買進分佈係數,0.047301921993494034,0.047301921993494034
買超第10名分點前1天買金額(千),0.047300297766923904,0.047300297766923904
賣超第3名分點賣張,0.04728365316987038,0.04728365316987038
賣超第15名分點前1天賣金額(千),0.04725448787212372,0.04725448787212372
賣超第2名分點賣金額(千),0.047250255942344666,0.047250255942344666
賣超第5名分點前1天張增減,-0.04716610908508301,0.04716610908508301
賣超第4名分點賣金額(千),0.047090429812669754,0.047090429812669754
主力券商_前17天分點吃貨比(%),-0.04706387221813202,0.04706387221813202
買超第4名分點前3天買張,0.047018080949783325,0.047018080949783325
主力券商_前3天分點進出,0.046949345618486404,0.046949345618486404
日外資_外資及陸資(不含外資自營商)賣張,0.04693499207496643,0.04693499207496643
買超第12名分點賣金額(千),0.04686630517244339,0.04686630517244339
賣超第15名分點前2天賣張,0.04685521870851517,0.04685521870851517
買超第6名分點前3天金額增減(千),0.04680928215384483,0.04680928215384483
買超第3名分點買張,0.04679890722036362,0.04679890722036362
賣超第11名分點前3天金額增減(千),-0.046758923679590225,0.046758923679590225
買超第11名分點買均值(千),0.04675748944282532,0.04675748944282532
賣超第3名分點金額增減(千),-0.04667946696281433,0.04667946696281433
買超第8名分點前1天買金額(千),0.046621982008218765,0.046621982008218765
買超第4名分點買金額(千),0.046620603650808334,0.046620603650808334
買超第8名分點前3天買張,0.046610068529844284,0.046610068529844284
主力券商_前9天分點吃貨比(%),-0.046593889594078064,0.046593889594078064
主力券商_前15天分點吃貨比(%),-0.046576205641031265,0.046576205641031265
買超第2名分點前3天買張,0.04650915786623955,0.04650915786623955
買超第15名分點前4天金額增減(千),0.04647393897175789,0.04647393897175789
買超第1名分點前3天張增減,0.046469688415527344,0.046469688415527344
買超第14名分點前3天買均張,0.046417903155088425,0.046417903155088425
個股券商分點區域分析_近20日買超5分點區域密度,0.046404916793107986,0.046404916793107986
買超第1名分點前1天買張,0.04634387791156769,0.04634387791156769
賣超第10名分點前2天金額增減(千),-0.046302568167448044,0.046302568167448044
買超第9名分點前2天買張,0.046204667538404465,0.046204667538404465
買超第11名分點前2天買金額(千),0.046201735734939575,0.046201735734939575
買超第7名分點前1天買金額(千),0.04611998423933983,0.04611998423933983
買超第14名分點前4天張增減,0.046075012534856796,0.046075012534856796
買超第14名分點前3天買均值(千),0.046068962663412094,0.046068962663412094
買超第13名分點前1天買均值(千),0.046068768948316574,0.046068768948316574
買超第12名分點前3天買張,0.04601428285241127,0.04601428285241127
賣超第8名分點前1天賣張,0.04597442224621773,0.04597442224621773
賣超第10名分點前3天張增減,-0.045974183827638626,0.045974183827638626
買超第10名分點前1天買張,0.04596647620201111,0.04596647620201111
買超第12名分點前1天買均值(千),0.045933887362480164,0.045933887362480164
日自營_自營商買張,0.045930176973342896,0.045930176973342896
買超第15名分點賣張,0.04583711922168732,0.04583711922168732
買超第11名分點前1天買金額(千),0.04582792520523071,0.04582792520523071
買超第12名分點前2天買均值(千),0.04580504819750786,0.04580504819750786
賣超第8名分點前2天張增減,-0.04579949006438255,0.04579949006438255
買超第1名分點前1天張增減,0.04575571417808533,0.04575571417808533
技術指標_月DIF-月MACD,0.0457259900867939,0.0457259900867939
賣超第10名分點賣金額(千),0.04569554328918457,0.04569554328918457
賣超第15名分點前1天賣均值(千),0.045678574591875076,0.045678574591875076
買超第5名分點前3天買張,0.04566610977053642,0.04566610977053642
賣超第3名分點張增減,-0.045616354793310165,0.045616354793310165
賣超第7名分點賣張,0.045570988208055496,0.045570988208055496
賣超第4名分點前1天賣金額(千),0.045544300228357315,0.045544300228357315
個股券商分點區域分析_近5日買超5分點間接近比例,0.045518677681684494,0.045518677681684494
買超第5名分點買金額(千),0.04549001529812813,0.04549001529812813
主力券商_前13天分點買賣力,0.04541343078017235,0.04541343078017235
賣超第10名分點前3天金額增減(千),-0.04541312903165817,0.04541312903165817
主力券商_前19天分點吃貨比(%),-0.045360811054706573,0.045360811054706573
主力券商_前2天分點進出,0.04534158483147621,0.04534158483147621
買超第9名分點前2天買金額(千),0.04531938210129738,0.04531938210129738
賣超第7名分點前1天賣張,0.04528364911675453,0.04528364911675453
買超第3名分點前1天買金額(千),0.04527687653899193,0.04527687653899193
賣超第3名分點前1天賣金額(千),0.04520531743764877,0.04520531743764877
賣超第1名分點賣金額(千),0.04519052430987358,0.04519052430987358
賣超第13名分點賣均值(千),0.04518382251262665,0.04518382251262665
買超第11名分點前2天買均值(千),0.04518362507224083,0.04518362507224083
買超第11名分點前2天賣張,0.04517755284905434,0.04517755284905434
買超第3名分點前2天張增減,0.045166078954935074,0.045166078954935074
買超第12名分點前3天買均值(千),0.04514501616358757,0.04514501616358757
買超第12名分點前4天金額增減(千),0.04505128785967827,0.04505128785967827
買超第2名分點前3天買金額(千),0.04502725601196289,0.04502725601196289
買超第13名分點前4天張增減,0.045026980340480804,0.045026980340480804
買超第14名分點前4天金額增減(千),0.04502180218696594,0.04502180218696594
賣超第15名分點前4天張增減,-0.04500780254602432,0.04500780254602432
買超第13名分點前4天金額增減(千),0.04492456465959549,0.04492456465959549
買超第7名分點前2天買金額(千),0.044921670109033585,0.044921670109033585
買超第1名分點前3天買張,0.04490014165639877,0.04490014165639877
買超第14名分點前5天張增減,0.04482663422822952,0.04482663422822952
買超第15名分點前2天買金額(千),0.044786132872104645,0.044786132872104645
買超第13名分點買均值(千),0.04460112750530243,0.04460112750530243
賣超第2名分點張增減,-0.044598910957574844,0.044598910957574844
賣超第9名分點前3天張增減,-0.04459560662508011,0.04459560662508011
賣超第9名分點前2天金額增減(千),-0.04458871856331825,0.04458871856331825
買超第10名分點買均值(千),0.04458865150809288,0.04458865150809288
買超第3名分點前3天買張,0.044588617980480194,0.044588617980480194
技術指標_週MACD,0.04458530619740486,0.04458530619740486
買超第12名分點前4天張增減,0.0445626825094223,0.0445626825094223
買超第12名分點賣張,0.04447903484106064,0.04447903484106064
買超第15名分點前3天買張,0.04447173699736595,0.04447173699736595
賣超第12名分點前1天賣金額(千),0.044402413070201874,0.044402413070201874
賣超第2名分點金額增減(千),-0.0443783700466156,0.0443783700466156
買超第4名分點前1天買金額(千),0.044342003762722015,0.044342003762722015
